x,y,class
-1.5111162216652114,0.45376684994786143,6
-1.2850777142081518,-1.271500769291237,11
0.17979299680881825,-0.43456739769005154,53
-1.5893391274661814,-0.09009959594736955,4
0.25047414998140693,-0.4791562182772787,53
1.5406726976032394,0.09077463544418918,95
-1.1313079690778152,1.5713694148160373,19
0.20579692784778958,0.44013109896431296,56
-1.2535470863165683,-0.7894530751029527,12
1.2873992615685999,-1.1629894688808176,81
-1.2563301884853646,1.6414997080878793,19
1.6488339230134896,-1.5923464961714437,90
1.4802687117789983,0.8584594067448718,97
0.783541683146512,0.8710489399799665,77
1.254797406496168,-1.1371948677904409,81
0.538415665148759,-1.4782691505559464,60
0.2593180832380752,-1.5824651067860513,50
1.4827702143411958,1.2390260641243558,98
-0.599258406307638,-1.524058984642852,30
0.44134072734091995,1.532041912444384,69
0.9574960982242138,-0.8717514263096982,72
-0.7863362680700946,-0.1495232699591665,24
1.2901848003223726,0.8191878462720903,87
-0.956138568305637,-0.1853464119515316,24
1.5114533446038838,-0.9358483336685014,92
0.9443919701774891,0.9145227447070837,77
-0.8057003310056485,-0.8100772201302695,22
0.22798847360707328,-0.4528534493167211,53
0.9504615033545636,-0.8343919668896377,72
1.2409983296057185,-1.132252175172785,81
0.8052057082583298,-0.23119166673949293,74
1.4833137468327946,1.5386673790759104,99
0.8762017030182709,0.0869846586619689,75
-0.8377884147315547,0.25440590577063904,25
-0.17561999294961142,0.43428569173008974,46
-0.8629123905103524,-0.9553161144756734,22
-0.5149344657666795,1.1294666349068248,38
1.5878649975582113,0.08940944463260601,95
0.2204987594721237,1.6371788044641986,59
1.2598268659717404,0.25017152098434287,85
1.5054871922465365,-0.1120524479391795,94
1.6443076183356153,0.4818448186682507,96
-1.5724631658754538,-1.6502904895848374,0
1.600150259010965,-0.25398938039034197,94
-1.6506951218491945,-0.19398752426847257,4
-0.12428079940600181,-1.287678402021321,41
-1.564505975508537,1.4766743735659584,9
-0.9180093202134568,-0.5936416617823673,23
0.5854126902220228,0.46117463450055857,66
-1.1455840944983549,-1.1679854974082668,11
1.4825389128101893,-0.5433695264815593,93
-1.2142862185444734,0.0868778131097772,15
0.22808071575262137,-1.4953211794879513,50
-0.6087435094967586,1.5597169952533378,39
-0.15670199910658625,-0.7835409545483366,42
0.6075210440085291,1.5817865955558355,69
-0.22339220012904878,0.2449925520236285,45
-1.618501568802152,-0.104480486074578,4
1.485255705059261,-0.5518737375056104,93
-1.5460864373350405,-0.9532773623537686,2
0.8068646745439261,-1.275415833549194,71
1.5864717930768646,0.0890727508437478,95
-0.6087043500953465,0.863982713729073,37
-0.1657453842477796,0.7820959350640228,47
0.8775545298057172,1.3026443381558603,78
-0.7864929056757426,0.8437897730278375,27
1.1781633281418205,0.9455088235057487,87
0.22766997714225579,-1.284853162395721,51
0.5458453348682103,0.25733260523766993,65
-0.7973929685692166,-1.6117077788916343,20
-1.651839794662913,-0.5358653203329818,3
-1.6485784256715383,1.1884912451245002,8
0.9012294336904871,0.2549465616379901,75
-0.447395288921605,-0.9137672670140612,32
-0.17173746883095056,-0.6081080283513293,43
0.2094780856223009,-0.9482085398647448,52
-1.1421370229233951,-1.6062626515797689,10
-1.1540602774653184,1.5045747875638433,19
-0.5733340123639792,0.45113063139670834,36
-0.9544266933176888,-1.5430526491704606,20
1.6395212952323661,-0.12624987643530733,94
-1.1322401368732047,-0.8538422007036857,12
-0.8441306713842409,0.6041046225229872,26
-1.649122654330273,1.190170370753662,8
0.7905929860274311,-0.48693023116171613,73
-0.7966492880259568,0.12675552664206677,25
-1.5419402399135387,-0.9521932708973829,2
-0.8240944590786733,0.9424612061455055,27
-1.1900193985521383,1.4812645627276835,19
-0.4598972323955055,-1.27724072083411,31
-1.3012414968185335,1.1908265588034646,18
0.5998315299054865,0.9083236178886936,67
-1.29938168631414,-0.20449105011305033,14
0.144122436999959,-0.09234578479987118,54
1.1707094666143858,1.2885827685569915,88
-1.3026286098374384,0.848479510972337,17
